source;target;number;playerName;age;position;value;transferFee;season;loanEnd;loanStart;loanFee;sourceOriginal;targetOriginal;transferFeeOriginal
Borussia Mönchengladbach;Iraklis Thessaloniki;13311;Sharbel Touma;30;mid;4,00E+05;0;2009;0;0;NA;Borussia Mönchengladbach;Iraklis Thessaloniki;ablösefrei
Borussia Mönchengladbach;VVV-Venlo;13312;Patrick Paauwe;33;def;1,00E+06;0;2009;0;0;NA;Borussia Mönchengladbach;VVV-Venlo;ablösefrei
Borussia Mönchengladbach;FSV Erlangen-Bruck;13313;Tomás Galásek;36;mid;NA;0;2009;0;0;NA;Borussia Mönchengladbach;FSV Erlangen-Bruck;ablösefrei
Borussia Mönchengladbach;SC Paderborn 07;13314;Sebastian Schachten;24;def;150000;50000;2009;0;1;50000;Borussia Mönchengladbach;SC Paderborn 07;Leihgebühr:50 Tsd. €
FC Metz;SC Freiburg;13315;Papiss Demba Cissé;24;fwd;2,00E+06;1500000;2009;0;0;NA;FC Metz;SC Freiburg;1,50 Mio. €
VfL Wolfsburg;SC Freiburg;13316;Cédric Makiadi;25;mid;2,00E+06;900000;2009;0;0;NA;VfL Wolfsburg;SC Freiburg;900 Tsd. €
NK Zagreb;SC Freiburg;13317;Mensur Mujdza;25;def;750000;500000;2009;0;0;NA;NK Zagreb;SC Freiburg;500 Tsd. €
BSC Young Boys;SC Freiburg;13318;Felix Bastians;21;def;5,00E+05;250000;2009;0;0;NA;BSC Young Boys;SC Freiburg;250 Tsd. €
SpVgg Greuther Fürth;SC Freiburg;13319;Stefan Reisinger;27;fwd;1500000;0;2009;0;0;NA;SpVgg Greuther Fürth;SC Freiburg;ablösefrei
Stuttgarter Kickers;SC Freiburg;13320;Manuel Salz;23;gkp;3,00E+05;0;2009;0;0;NA;Stuttgarter Kickers;SC Freiburg;ablösefrei
TuS Koblenz;SC Freiburg;13321;Du-ri Cha;28;def;1,00E+06;0;2009;0;0;NA;TuS Koblenz;SC Freiburg;ablösefrei
SC Freiburg;SC Freiburg;13322;Daniel Caligiuri;21;mid;450000;0;2009;0;0;NA;SC Freiburg II;SC Freiburg;-
Vereinslos;SC Freiburg;13323;Hamed Namouchi;25;mid;1,00E+06;0;2009;0;0;NA;Vereinslos;SC Freiburg;-
SC Freiburg;SC Freiburg;13324;Jackson Mendy;22;def;1,00E+05;0;2009;0;0;NA;SC Freiburg II;SC Freiburg;-
SC Freiburg;SC Freiburg;13325;Oliver Baumann;19;gkp;1,00E+05;0;2009;0;0;NA;SC Freiburg U19;SC Freiburg;-
SpVgg Unterhaching;SC Freiburg;13326;Manuel Konrad;21;mid;250000;0;2009;1;0;NA;SpVgg Unterhaching;SC Freiburg;Leih-Ende30.06.2009
SC Freiburg;Bayer 04 Leverkusen;13327;Daniel Schwaab;20;def;2500000;250000;2009;0;0;NA;SC Freiburg;Bayer 04 Leverkusen;250 Tsd. €
SC Freiburg;FC Hansa Rostock;13328;Kevin Schlitte;27;def;6,00E+05;120000;2009;0;0;NA;SC Freiburg;FC Hansa Rostock;120 Tsd. €
SC Freiburg;Rot Weiss Ahlen;13329;Alain Junior Ollé Ollé;22;mid;250000;0;2009;0;1;NA;SC Freiburg;Rot Weiss Ahlen;Leihe
SC Freiburg;1.FC Saarbrücken;13330;Michael Müller;19;gkp;50000;0;2009;0;1;NA;SC Freiburg;1.FC Saarbrücken;Leihe
SC Freiburg;SpVgg Unterhaching;13331;Manuel Konrad;21;mid;250000;0;2009;0;0;NA;SC Freiburg;SpVgg Unterhaching;ablösefrei
SC Freiburg;Kasimpasa;13332;Ali Günes;30;mid;5,00E+05;0;2009;0;0;NA;SC Freiburg;Kasimpasa;ablösefrei
SC Freiburg;TuS Koblenz;13333;Andreas Glockner;21;mid;5,00E+05;40000;2009;0;1;40000;SC Freiburg;TuS Koblenz;Leihgebühr:40 Tsd. €
SC Freiburg;TSV 1860 München;13334;Eke Uzoma;20;def;1200000;35000;2009;0;1;35000;SC Freiburg;TSV 1860 München;Leihgebühr:35 Tsd. €
SC Freiburg;Vereinslos;13335;Maximilian Mehring;23;mid;1,00E+05;0;2009;0;0;NA;SC Freiburg;Vereinslos;-
SC Freiburg;BATE Borisov;13336;Vitali Rodionov;25;fwd;8,00E+05;0;2009;1;0;NA;SC Freiburg;BATE Borisov;Leih-Ende30.06.2009
Panathinaikos Athen;1.FSV Mainz 05;13337;Andreas Ivanschitz;25;mid;3250000;1500000;2009;0;1;1500000;Panathinaikos Athen;1.FSV Mainz 05;Leihgebühr:1,50 Mio. €
Spartak Moskau;1.FSV Mainz 05;13338;Malik Fathi;26;def;2400000;1000000;2009;0;1;1000000;Spartak Moskau;1.FSV Mainz 05;Leihgebühr:1,00 Mio. €
FC Getafe;1.FSV Mainz 05;13339;Eugen Polanski;23;mid;3,00E+06;400000;2009;0;1;400000;FC Getafe;1.FSV Mainz 05;Leihgebühr:400 Tsd. €
FC Barnsley;1.FSV Mainz 05;13340;Heinz Müller;31;gkp;9,00E+05;300000;2009;0;0;NA;FC Barnsley;1.FSV Mainz 05;300 Tsd. €
Real Madrid B (Castilla);1.FSV Mainz 05;13341;Ádám Szalai;22;fwd;2,00E+06;200000;2009;0;1;200000;Real Madrid B (Castilla);1.FSV Mainz 05;Leihgebühr:200 Tsd. €
VfB Stuttgart;1.FSV Mainz 05;13342;Jan Simak;31;mid;1500000;100000;2009;0;0;NA;VfB Stuttgart;1.FSV Mainz 05;100 Tsd. €
FC Brügge;1.FSV Mainz 05;13343;Jared Jeffrey;19;mid;250000;75000;2009;0;0;NA;FC Brügge;1.FSV Mainz 05;75 Tsd. €
Terek Grozny;1.FSV Mainz 05;13344;Radoslav Zabavnik;29;def;5,00E+05;0;2009;0;0;NA;Terek Grozny;1.FSV Mainz 05;ablösefrei
FC St. Pauli;1.FSV Mainz 05;13345;Filip Trojan;26;mid;1500000;0;2009;0;0;NA;FC St. Pauli;1.FSV Mainz 05;ablösefrei
Zamalek SC;1.FSV Mainz 05;13346;Gamal Hamza;27;fwd;250000;25000;2009;0;0;NA;Zamalek SC;1.FSV Mainz 05;25 Tsd. €
1.FSV Mainz 05;1.FSV Mainz 05;13347;André Schürrle;18;fwd;NA;0;2009;0;0;NA;1.FSV Mainz 05 U19;1.FSV Mainz 05;-
1.FSV Mainz 05;1.FSV Mainz 05;13348;Jan Kirchhoff;18;def;2,00E+05;0;2009;0;0;NA;1.FSV Mainz 05 U19;1.FSV Mainz 05;-
1.FSV Mainz 05;1.FSV Mainz 05;13349;Pierre Kleinheider;19;gkp;50000;0;2009;0;0;NA;1.FSV Mainz 05 II;1.FSV Mainz 05;-
1.FSV Mainz 05;MSV Duisburg;13350;Srdjan Baljak;31;fwd;1500000;150000;2009;0;0;NA;1.FSV Mainz 05;MSV Duisburg;150 Tsd. €
1.FSV Mainz 05;TuS Koblenz;13351;Daniel Gunkel;29;mid;1,00E+06;50000;2009;0;0;NA;1.FSV Mainz 05;TuS Koblenz;50 Tsd. €
1.FSV Mainz 05;Rot Weiss Ahlen;13352;Mario Vrancic;20;mid;2,00E+05;0;2009;0;1;NA;1.FSV Mainz 05;Rot Weiss Ahlen;Leihe
1.FSV Mainz 05;Anorthosis Famagusta;13353;Delron Buckley;31;fwd;8,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;Anorthosis Famagusta;ablösefrei
1.FSV Mainz 05;Karlsruher SC;13354;Christian Demirtas;25;def;4,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;Karlsruher SC;ablösefrei
1.FSV Mainz 05;Borussia Mönchengladbach;13355;Roman Neustädter;21;mid;5,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;Borussia Mönchengladbach;ablösefrei
1.FSV Mainz 05;FC Ingolstadt 04;13356;Robert Fleßers;22;mid;2,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;FC Ingolstadt 04;ablösefrei
1.FSV Mainz 05;Borussia Dortmund;13357;Markus Feulner;27;mid;3,00E+06;0;2009;0;0;NA;1.FSV Mainz 05;Borussia Dortmund;ablösefrei
1.FSV Mainz 05;FC Brügge;13358;Peter Van der Heyden;33;def;1,00E+06;0;2009;0;0;NA;1.FSV Mainz 05;FC Brügge;ablösefrei
1.FSV Mainz 05;SpVgg Greuther Fürth;13359;Milorad Pekovic;32;mid;8,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;SpVgg Greuther Fürth;ablösefrei
1.FSV Mainz 05;Vereinslos;13360;Daniel Ischdonat;33;gkp;250000;0;2009;0;0;NA;1.FSV Mainz 05;Vereinslos;-
1.FSV Mainz 05;Vereinslos;13361;Gamal Hamza;27;fwd;7,00E+05;0;2009;0;0;NA;1.FSV Mainz 05;Vereinslos;-
Hamburger SV;1.FC Nürnberg;13362;Mickaël Tavares;27;mid;1800000;250000;2009;0;1;250000;Hamburger SV;1.FC Nürnberg;Leihgebühr:250 Tsd. €
FC Arsenal Reserves;1.FC Nürnberg;13363;Havard Nordtveit;19;def;7,00E+05;150000;2009;0;1;150000;FC Arsenal Reserves;1.FC Nürnberg;Leihgebühr:150 Tsd. €
Hamburger SV;1.FC Nürnberg;13364;Eric Maxim Choupo-Moting;20;fwd;1,00E+06;50000;2009;0;1;50000;Hamburger SV;1.FC Nürnberg;Leihgebühr:50 Tsd. €
1.FC Köln;1.FC Nürnberg;13365;Thomas Broich;28;mid;750000;0;2009;0;0;NA;1.FC Köln;1.FC Nürnberg;ablösefrei
VfL Bochum;1.FC Nürnberg;13366;Güngör Kaya;19;fwd;NA;0;2009;0;0;NA;VfL Bochum U19;1.FC Nürnberg;ablösefrei
FC Bayern München;1.FC Nürnberg;13367;Breno;20;def;3500000;0;2009;0;1;NA;FC Bayern München;1.FC Nürnberg;Leihe
VfL Bochum;1.FC Nürnberg;13368;Tomasz Welnicki;19;def;1,00E+05;0;2009;0;0;NA;VfL Bochum U19;1.FC Nürnberg;ablösefrei
FC Bayern München;1.FC Nürnberg;13369;Andreas Ottl;24;mid;2,00E+06;0;2009;0;1;NA;FC Bayern München;1.FC Nürnberg;Leihe
1.FC Nürnberg;1.FC Nürnberg;13370;Manuel Stiefler;21;mid;1,00E+05;0;2009;0;0;NA;1.FC Nürnberg II;1.FC Nürnberg;-
1.FC Nürnberg;1.FC Nürnberg;13371;Jonatan Kotzke;19;def;25000;0;2009;0;0;NA;1.FC Nürnberg II;1.FC Nürnberg;-
Bayer 04 Leverkusen;1.FC Nürnberg;13372;Angelos Charisteas;29;fwd;2,00E+06;0;2009;1;0;NA;Bayer 04 Leverkusen;1.FC Nürnberg;Leih-Ende30.06.2009
Enosis Neon Paralimniou;1.FC Nürnberg;13373;Mario Breska;29;fwd;8,00E+05;0;2009;1;0;NA;Enosis Neon Paralimniou;1.FC Nürnberg;Leih-Ende01.06.2009
1.FC Nürnberg;FC Schalke 04;13374;Peer Kluge;29;mid;2500000;1500000;2009;0;0;NA;1.FC Nürnberg;FC Schalke 04;1,50 Mio. €
1.FC Nürnberg;Urawa Red Diamonds;13375;Matthew Spiranovic;21;def;7,00E+05;450000;2009;0;1;450000;1.FC Nürnberg;Urawa Red Diamonds;Leihgebühr:450 Tsd. €
1.FC Nürnberg;APOEL Nikosia;13376;Mario Breska;29;fwd;8,00E+05;200000;2009;0;0;NA;1.FC Nürnberg;APOEL Nikosia;200 Tsd. €
1.FC Nürnberg;MSV Duisburg;13377;Dario Vidosic;22;mid;5,00E+05;100000;2009;0;1;100000;1.FC Nürnberg;MSV Duisburg;Leihgebühr:100 Tsd. €
1.FC Nürnberg;FC Augsburg;13378;Dominik Reinhardt;24;def;8,00E+05;100000;2009;0;1;100000;1.FC Nürnberg;FC Augsburg;Leihgebühr:100 Tsd. €
1.FC Nürnberg;FC Sion;13379;Aleksandar Mitreski;28;def;4,00E+05;0;2009;0;0;NA;1.FC Nürnberg;FC Sion;ablösefrei
1.FC Nürnberg;1.FC Nürnberg;13380;Tomasz Welnicki;19;def;1,00E+05;0;2009;0;0;NA;1.FC Nürnberg;1.FC Nürnberg II;-
1.FC Nürnberg;1.FC Nürnberg;13381;Güngör Kaya;19;fwd;1,00E+05;0;2009;0;0;NA;1.FC Nürnberg;1.FC Nürnberg II;-
1.FC Nürnberg;1.FC Nürnberg;13382;Peter Perchtold;25;mid;4,00E+05;0;2009;0;0;NA;1.FC Nürnberg;1.FC Nürnberg II;-
1.FC Nürnberg;1.FC Nürnberg;13383;Michael Kammermeyer;23;def;75000;0;2009;0;0;NA;1.FC Nürnberg;1.FC Nürnberg II;-
1.FC Nürnberg;Heart of Midlothian FC;13384;José Goncalves;23;def;8,00E+05;0;2009;1;0;NA;1.FC Nürnberg;Heart of Midlothian FC;Leih-Ende30.06.2009
1.FC Nürnberg;Bayer 04 Leverkusen;13385;Stefan Reinartz;20;mid;1200000;0;2009;1;0;NA;1.FC Nürnberg;Bayer 04 Leverkusen;Leih-Ende30.06.2009
Lech Posen;Borussia Dortmund;13386;Robert Lewandowski;21;fwd;4500000;4750000;2010;0;0;NA;Lech Posen;Borussia Dortmund;4,75 Mio. €
Melbourne Victory;Borussia Dortmund;13387;Mitchell Langerak;21;gkp;250000;500000;2010;0;0;NA;Melbourne Victory;Borussia Dortmund;500 Tsd. €
TSV 1860 München;Borussia Dortmund;13388;Moritz Leitner;18;mid;1,00E+06;0;2010;0;0;NA;TSV 1860 München;Borussia Dortmund;ablösefrei
Cerezo Osaka;Borussia Dortmund;13389;Shinji Kagawa;21;mid;2500000;0;2010;0;0;NA;Cerezo Osaka;Borussia Dortmund;ablösefrei
Hertha BSC;Borussia Dortmund;13390;Lukasz Piszczek;25;def;2500000;0;2010;0;0;NA;Hertha BSC;Borussia Dortmund;ablösefrei
Karlsruher SC;Borussia Dortmund;13391;Antônio da Silva;32;mid;8,00E+05;0;2010;0;0;NA;Karlsruher SC;Borussia Dortmund;ablösefrei
Borussia Dortmund;Borussia Dortmund;13392;Johannes Focher;20;gkp;150000;0;2010;0;0;NA;Borussia Dortmund II;Borussia Dortmund;-
Borussia Dortmund;Borussia Dortmund;13393;Lasse Sobiech;19;def;250000;0;2010;0;0;NA;Borussia Dortmund II;Borussia Dortmund;-
Borussia Dortmund;Borussia Dortmund;13394;Marco Stiepermann;19;mid;2,00E+05;0;2010;0;0;NA;Borussia Dortmund U19;Borussia Dortmund;-
Borussia Dortmund;Borussia Dortmund;13395;Daniel Ginczek;19;fwd;3,00E+05;0;2010;0;0;NA;Borussia Dortmund II;Borussia Dortmund;-
Borussia Dortmund;Borussia Dortmund;13396;Mario Götze;18;mid;1,00E+06;0;2010;0;0;NA;Borussia Dortmund U19;Borussia Dortmund;-
Hertha BSC;Borussia Dortmund;13397;Florian Kringe;27;mid;1750000;0;2010;1;0;NA;Hertha BSC;Borussia Dortmund;Leih-Ende30.06.2010
Borussia Dortmund;Hércules Alicante;13398;Nelson Haedo Valdez;26;fwd;4,00E+06;3500000;2010;0;0;NA;Borussia Dortmund;Hércules Alicante;3,50 Mio. €
Borussia Dortmund;VfB Stuttgart;13399;Marc Ziegler;34;gkp;5,00E+05;300000;2010;0;0;NA;Borussia Dortmund;VfB Stuttgart;300 Tsd. €
Borussia Dortmund;Maccabi Tel Aviv;13400;Dimitar Rangelov;27;fwd;1750000;200000;2010;0;1;200000;Borussia Dortmund;Maccabi Tel Aviv;Leihgebühr:200 Tsd. €
Borussia Dortmund;FC Augsburg;13401;Moritz Leitner;18;mid;1,00E+06;150000;2010;0;1;150000;Borussia Dortmund;FC Augsburg;Leihgebühr:150 Tsd. €
Borussia Dortmund;FC Energie Cottbus;13402;Uwe Hünemeier;24;def;4,00E+05;100000;2010;0;0;NA;Borussia Dortmund;FC Energie Cottbus;100 Tsd. €
Borussia Dortmund;MSV Duisburg;13403;Julian Koch;19;mid;4,00E+05;50000;2010;0;1;50000;Borussia Dortmund;MSV Duisburg;Leihgebühr:50 Tsd. €
Borussia Dortmund;1.FC Union Berlin;13404;Marcel Höttecke;23;gkp;3,00E+05;0;2010;0;0;NA;Borussia Dortmund;1.FC Union Berlin;ablösefrei
Borussia Dortmund;SC Internacional Porto Alegre;13405;Tinga;32;mid;1,00E+06;0;2010;0;0;NA;Borussia Dortmund;SC Internacional Porto Alegre;ablösefrei
Borussia Dortmund;VfB Stuttgart;13406;Tamás Hajnal;29;mid;1750000;0;2010;0;1;NA;Borussia Dortmund;VfB Stuttgart;Leihe
Borussia Dortmund;Genclerbirligi Ankara;13407;Yasin Öztekin;23;fwd;250000;0;2010;0;0;NA;Borussia Dortmund;Genclerbirligi Ankara;ablösefrei
Borussia Dortmund;pausiert;13408;Bajram Sadrijaj;23;fwd;1,00E+05;0;2010;0;0;NA;Borussia Dortmund;pausiert;-
Borussia Dortmund;Borussia Dortmund;13409;Christopher Kullmann;23;fwd;150000;0;2010;0;0;NA;Borussia Dortmund;Borussia Dortmund II;-
TSG 1899 Hoffenheim;FC Bayern München;13410;Luiz Gustavo;23;mid;6500000;17000000;2010;0;0;NA;TSG 1899 Hoffenheim;FC Bayern München;17,00 Mio. €
FC Bayern München;FC Bayern München;13411;David Alaba;18;def;1,00E+06;0;2010;0;0;NA;FC Bayern München II;FC Bayern München;-
Bayer 04 Leverkusen;FC Bayern München;13412;Toni Kroos;20;mid;1,20E+07;0;2010;1;0;NA;Bayer 04 Leverkusen;FC Bayern München;Leih-Ende30.06.2010
Club Estudiantes de La Plata;FC Bayern München;13413;José Sosa;25;mid;3,00E+06;0;2010;1;0;NA;Club Estudiantes de La Plata;FC Bayern München;Leih-Ende30.06.2010
AS Rom;FC Bayern München;13414;Luca Toni;33;fwd;8,00E+06;0;2010;1;0;NA;AS Rom;FC Bayern München;Leih-Ende30.06.2010
1.FC Nürnberg;FC Bayern München;13415;Breno;20;def;4,00E+06;0;2010;1;0;NA;1.FC Nürnberg;FC Bayern München;Leih-Ende30.06.2010
1.FC Nürnberg;FC Bayern München;13416;Andreas Ottl;25;mid;2500000;0;2010;1;0;NA;1.FC Nürnberg;FC Bayern München;Leih-Ende30.06.2010
Celtic Glasgow;FC Bayern München;13417;Edson Braafheid;27;def;3,00E+06;0;2010;1;0;NA;Celtic Glasgow;FC Bayern München;Leih-Ende30.06.2010
FC Bayern München;FC Málaga;13418;Martín Demichelis;30;def;8,00E+06;3000000;2010;0;0;NA;FC Bayern München;FC Málaga;3,00 Mio. €
FC Bayern München;SSC Neapel;13419;José Sosa;25;mid;3,00E+06;3000000;2010;0;0;NA;FC Bayern München;SSC Neapel;3,00 Mio. €
FC Bayern München;TSG 1899 Hoffenheim;13420;David Alaba;18;def;2,00E+06;0;2010;0;1;NA;FC Bayern München;TSG 1899 Hoffenheim;Leihe
FC Bayern München;AC Mailand;13421;Mark van Bommel;33;mid;6500000;0;2010;0;0;NA;FC Bayern München;AC Mailand;ablösefrei
FC Bayern München;TSG 1899 Hoffenheim;13422;Edson Braafheid;27;def;2500000;0;2010;0;0;NA;FC Bayern München;TSG 1899 Hoffenheim;ablösefrei
FC Bayern München;FC Genua 1893;13423;Luca Toni;33;fwd;8,00E+06;0;2010;0;0;NA;FC Bayern München;FC Genua 1893;ablösefrei
FC Bayern München;Hertha BSC;13424;Christian Lell;25;def;750000;0;2010;0;0;NA;FC Bayern München;Hertha BSC;ablösefrei
FC Bayern München;1.FC Nürnberg;13425;Mehmet Ekici;20;mid;7,00E+05;0;2010;0;1;NA;FC Bayern München;1.FC Nürnberg;Leihe
FC Bayern München;FC Ingolstadt 04;13426;Andreas Görlitz;28;def;750000;0;2010;0;0;NA;FC Bayern München;FC Ingolstadt 04;ablösefrei
FC Bayern München;Vereinslos;13427;Michael Rensing;26;gkp;1500000;0;2010;0;0;NA;FC Bayern München;Vereinslos;-
AC Mailand;FC Schalke 04;13428;Klaas-Jan Huntelaar;27;fwd;1,30E+07;14000000;2010;0;0;NA;AC Mailand;FC Schalke 04;14,00 Mio. €
Atlético Madrid;FC Schalke 04;13429;José Manuel Jurado;24;mid;9,00E+06;11000000;2010;0;0;NA;Atlético Madrid;FC Schalke 04;11,00 Mio. €
CFR Cluj;FC Schalke 04;13430;Ciprian Deac;24;fwd;1,00E+06;3000000;2010;0;0;NA;CFR Cluj;FC Schalke 04;3,00 Mio. €
Real Murcia;FC Schalke 04;13431;Sergio Escudero;20;def;1,00E+06;2300000;2010;0;0;NA;Real Murcia;FC Schalke 04;2,30 Mio. €
Rosenborg BK;FC Schalke 04;13432;Anthony Annan;24;mid;3,00E+06;2000000;2010;0;0;NA;Rosenborg BK;FC Schalke 04;2,00 Mio. €
Olympiakos Piräus;FC Schalke 04;13433;Kyriakos Papadopoulos;18;def;1500000;2000000;2010;0;0;NA;Olympiakos Piräus;FC Schalke 04;2,00 Mio. €
Kashima Antlers;FC Schalke 04;13434;Atsuto Uchida;22;def;5,00E+06;1300000;2010;0;0;NA;Kashima Antlers;FC Schalke 04;1,30 Mio. €
Bayer 04 Leverkusen;FC Schalke 04;13435;Hans Sarpei;34;def;5,00E+05;400000;2010;0;0;NA;Bayer 04 Leverkusen;FC Schalke 04;400 Tsd. €
Karpaty Lviv;FC Schalke 04;13436;Danilo Avelar;21;def;4,00E+05;100000;2010;0;1;100000;Karpaty Lviv;FC Schalke 04;Leihgebühr:100 Tsd. €
1.FC Kaiserslautern;FC Schalke 04;13437;Erik Jendrisek;23;fwd;2500000;0;2010;0;0;NA;1.FC Kaiserslautern;FC Schalke 04;ablösefrei
Real Madrid;FC Schalke 04;13438;Raúl;33;fwd;9,00E+06;0;2010;0;0;NA;Real Madrid;FC Schalke 04;ablösefrei
Real Madrid;FC Schalke 04;13439;Christoph Metzelder;29;def;3,00E+06;0;2010;0;0;NA;Real Madrid;FC Schalke 04;ablösefrei
1.FSV Mainz 05;FC Schalke 04;13440;Tim Hoogland;25;def;3500000;0;2010;0;0;NA;1.FSV Mainz 05;FC Schalke 04;ablösefrei
Steel Azin FC;FC Schalke 04;13441;Ali Karimi;32;mid;1500000;0;2010;0;0;NA;Steel Azin FC;FC Schalke 04;ablösefrei
LOSC Lille;FC Schalke 04;13442;Nicolas Plestan;29;def;2,00E+06;0;2010;0;0;NA;LOSC Lille;FC Schalke 04;ablösefrei
FC Schalke 04;FC Schalke 04;13443;Lars Unnerstall;19;gkp;25000;0;2010;0;0;NA;FC Schalke 04 II;FC Schalke 04;-
Vereinslos;FC Schalke 04;13444;Angelos Charisteas;30;fwd;5,00E+05;0;2010;0;0;NA;Vereinslos;FC Schalke 04;-
FC Schalke 04;FC Schalke 04;13445;Julian Draxler;17;mid;NA;0;2010;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
US Lecce;FC Schalke 04;13446;Tore Reginiussen;24;def;1500000;0;2010;1;0;NA;US Lecce;FC Schalke 04;Leih-Ende31.12.2010
Danubio FC;FC Schalke 04;13447;Carlos Grossmüller;27;mid;1250000;0;2010;1;0;NA;Danubio FC;FC Schalke 04;Leih-Ende30.06.2010
TuS Koblenz;FC Schalke 04;13448;Marvin Pourié;19;fwd;2,00E+05;0;2010;1;0;NA;TuS Koblenz;FC Schalke 04;Leih-Ende30.06.2010
VfL Bochum;FC Schalke 04;13449;Lewis Holtby;19;mid;3,00E+06;0;2010;1;0;NA;VfL Bochum;FC Schalke 04;Leih-Ende30.06.2010
FC Schalke 04;FC Genua 1893;13450;Rafinha;24;def;1,20E+07;8000000;2010;0;0;NA;FC Schalke 04;FC Genua 1893;8,00 Mio. €
FC Schalke 04;Hamburger SV;13451;Heiko Westermann;26;def;9,00E+06;7500000;2010;0;0;NA;FC Schalke 04;Hamburger SV;7,50 Mio. €
FC Schalke 04;FC Sevilla;13452;Ivan Rakitic;22;mid;9,00E+06;2500000;2010;0;0;NA;FC Schalke 04;FC Sevilla;2,50 Mio. €
FC Schalke 04;SC Freiburg;13453;Erik Jendrisek;24;fwd;2,00E+06;700000;2010;0;0;NA;FC Schalke 04;SC Freiburg;700 Tsd. €
FC Schalke 04;Blackburn Rovers;13454;Jermaine Jones;29;mid;5,00E+06;600000;2010;0;1;600000;FC Schalke 04;Blackburn Rovers;Leihgebühr:600 Tsd. €
FC Schalke 04;1.FSV Mainz 05;13455;Lewis Holtby;19;mid;3,00E+06;200000;2010;0;1;200000;FC Schalke 04;1.FSV Mainz 05;Leihgebühr:200 Tsd. €
FC Schalke 04;US Lecce;13456;Tore Reginiussen;24;def;1500000;150000;2010;0;1;150000;FC Schalke 04;US Lecce;Leihgebühr:150 Tsd. €
FC Schalke 04;1.FC Kaiserslautern;13457;Jan Morávek;20;mid;2,00E+06;150000;2010;0;1;150000;FC Schalke 04;1.FC Kaiserslautern;Leihgebühr:150 Tsd. €
FC Schalke 04;FC St. Pauli;13458;Carlos Zambrano;21;def;3500000;150000;2010;0;1;150000;FC Schalke 04;FC St. Pauli;Leihgebühr:150 Tsd. €
FC Schalke 04;Tromsø IL;13459;Tore Reginiussen;24;def;1,00E+06;100000;2010;0;1;100000;FC Schalke 04;Tromsø IL;Leihgebühr:100 Tsd. €
FC Schalke 04;Vasco da Gama Rio de Janeiro;13460;Zé Roberto;29;mid;1200000;0;2010;0;0;NA;FC Schalke 04;Vasco da Gama Rio de Janeiro;ablösefrei
FC Schalke 04;FC Augsburg;13461;Mohamed Amsif;21;gkp;2,00E+05;0;2010;0;0;NA;FC Schalke 04;FC Augsburg;ablösefrei
FC Schalke 04;US Lecce;13462;Carlos Grossmüller;27;mid;5,00E+05;0;2010;0;0;NA;FC Schalke 04;US Lecce;ablösefrei
FC Schalke 04;Göztepe;13463;Emin Yalin;21;fwd;150000;0;2010;0;0;NA;FC Schalke 04;Göztepe;ablösefrei
FC Schalke 04;Al Rayyan Sports Club;13464;Marcelo Bordon;34;def;3500000;0;2010;0;0;NA;FC Schalke 04;Al Rayyan Sports Club;ablösefrei
FC Schalke 04;CF América;13465;Vicente Sánchez;30;fwd;1,00E+06;0;2010;0;0;NA;FC Schalke 04;CF América;ablösefrei
FC Schalke 04;FC St. Pauli;13466;Gerald Asamoah;31;fwd;1500000;0;2010;0;1;NA;FC Schalke 04;FC St. Pauli;Leihe
FC Schalke 04;Dinamo Moskau;13467;Kevin Kuranyi;28;fwd;1,20E+07;0;2010;0;0;NA;FC Schalke 04;Dinamo Moskau;ablösefrei
FC Schalke 04;FC Schalke 04;13468;Marvin Pachan;20;def;50000;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;FC Schalke 04;13469;Danny Latza;20;mid;250000;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;FC Schalke 04;13470;Predrag Stevanovic;19;mid;50000;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;FC Schalke 04;13471;Bogdan Müller;22;fwd;150000;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;FC Schalke 04;13472;Besart Ibraimi;23;fwd;6,00E+05;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;pausiert;13473;Mineiro;34;mid;4,00E+05;0;2010;0;0;NA;FC Schalke 04;pausiert;-
FC Schalke 04;FC Schalke 04;13474;Marvin Pourié;19;fwd;2,00E+05;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
FC Schalke 04;FC Schalke 04;13475;David Loheider;19;fwd;50000;0;2010;0;0;NA;FC Schalke 04;FC Schalke 04 II;-
Standard Lüttich;Borussia Mönchengladbach;13476;Igor de Camargo;27;fwd;4500000;4000000;2010;0;0;NA;Standard Lüttich;Borussia Mönchengladbach;4,00 Mio. €
Tombense Futebol Clube (MG);Borussia Mönchengladbach;13477;Bamba Anderson;22;def;2,00E+06;1500000;2010;0;0;NA;Tombense Futebol Clube (MG);Borussia Mönchengladbach;1,50 Mio. €
